Name,Rank,Tuition and fees
Empire Beauty School-Lauderhill,NA,NA
Empire Beauty School-Spring Lake Park,NA,NA
MediaTech Institute-Houston,NA,NA
Fortis College-Phoenix,NA,NA
Miller-Motte College-Raleigh,NA,NA
Lamson Institute,NA,NA
College of Hair Design-East Campus,NA,NA
Sanford-Brown College-Online,NA,NA
Le Cordon Bleu College of Culinary Arts-St Louis,NA,NA
Argosy University-Phoenix Online Division,NA,NA
Fortis College-Salt Lake City,NA,NA
Polytechnic University of Puerto Rico-Miami,NA,NA
Polytechnic University of Puerto Rico-Orlando,NA,NA
Ross Medical Education Center-Fort Wayne,NA,NA
Ross Medical Education Center-Portage,NA,NA
Geisinger Commonwealth School of Medicine,NA,NA
Josef's West Academy,NA,NA
Northeast Technology Center-Claremore,NA,NA
McCann School of Business & Technology,NA,NA
Salon Success Academy-Fontana,NA,NA
Salon Success Academy-Redlands,NA,NA
Brown Mackie College-Phoenix,NA,NA
Strayer University-West Virginia,NA,NA
Brown Mackie College-Greenville,NA,NA
Vanguard College of Cosmetology-Baton Rouge,NA,NA
Beauty Schools of America-Homestead,NA,NA
South Texas Vocational Technical Institute-Brownsville,NA,NA
South Texas Vocational Technical Institute-Corpus Christi,NA,NA
L'Ecole Culinaire-Memphis,NA,NA
University of Minnesota-Rochester,NA,NA
Health And Style Institute,NA,NA
College of Business and Technology-Cutler Bay,NA,NA
American National University-Columbus,NA,NA
Herzing University-Toledo,NA,NA
Capri Beauty College,NA,NA
Milan Institute-Bakersfield,NA,NA
Homestead Schools,NA,NA
Carrington College-Las Vegas,NA,NA
Carrington College-Reno,NA,NA
Chamberlain University-Florida,NA,NA
Remington College-Columbia Campus,NA,NA
Washington Barber College Inc,NA,NA
InterCoast Colleges-Rancho Cordova,NA,NA
Horizon University,NA,NA
San Diego Culinary Institute,NA,NA
Beyond 21st Century Beauty Academy,NA,NA
Academy for Jewish Religion-California,NA,NA
Angeles College,NA,NA
Angeles Institute,NA,NA
Paul Mitchell the School-Temecula,NA,NA
European Academy of Cosmetology and Hairdressing,NA,NA
International Institute of Cosmetology,NA,NA
Florida School of Traditional Midwifery,NA,NA
Emerald Coast Technical College,NA,NA
Immokalee Technical College,NA,NA
American Academy of Cosmetology,NA,NA
University of Fort Lauderdale,NA,NA
Aviation Institute of Maintenance-Orlando,NA,NA
Summit Salon Academy,NA,NA
Summit Salon Academy-Gainesville,NA,NA
Tenaj Salon Institute,NA,NA
Profile Institute of Barber-Styling,NA,NA
Keune Academy by 124,NA,NA
Pacific Rim Christian University,NA,NA
D & L Academy of Hair Design,NA,NA
Ambria College of Nursing,NA,NA
Midwestern Career College,NA,NA
Paul Mitchell the School-Normal,NA,NA
Innovations Design Academy,NA,NA
Aveda Fredric's Institute-Indianapolis,NA,NA
Summit Salon Academy-Anderson,NA,NA
Eric Fisher Academy,NA,NA
My Le's Beauty College,NA,NA
Blackstone Valley Vocational Regional School District,NA,NA
Southern Worcester County Regional Voc School District,NA,NA
L'esprit Academy,NA,NA
Marketti Academy of Cosmetology,NA,NA
CenterPoint Massage and Shiatsu Therapy School and Clinic,NA,NA
Avalon School of Cosmetology,NA,NA
American Business and Technology University,NA,NA
City Vision University,NA,NA
Transformed Barber and Cosmetology Academy,NA,NA
Bitterroot School of Cosmetology,NA,NA
Montana Academy of Salons,NA,NA
National Career Institute,NA,NA
Toni & Guy Hairdressing Academy-Albuquerque,NA,NA
International Academy of Style,NA,NA
EDP School,NA,NA
New York Medical Career Training Center,NA,NA
Institute of Culinary Education,NA,NA
The Salon Professional Academy-Tonawanda,NA,NA
Onondaga School of Therapeutic Massage-Syracuse,NA,NA
Academy of Cosmetology and Esthetics NYC,NA,NA
Finger Lakes School of Massage,NA,NA
Four County Career Center,NA,NA
Vanity School of Cosmetology,NA,NA
Summit Salon Academy-Perrysburg,NA,NA
Portland Actors Conservatory,NA,NA
Somerset County Technology Center,NA,NA
Metro Beauty Academy,NA,NA
Academy for Careers and Technology,NA,NA
Aiken School of Cosmetology and Barbering,NA,NA
Love Beauty School Inc,NA,NA
Professional Career Training Institute,NA,NA
Houston International College Cardiotech Ultrasound School,NA,NA
DuVall's School of Cosmetology,NA,NA
Advanced Beauty College,NA,NA
Texas Beauty College,NA,NA
Avenue Five Institute,NA,NA
The Salon Professional Academy-Lewisville,NA,NA
Renaissance Academie,NA,NA
Bethel College,NA,NA
Institute of Advanced Medical Esthetics,NA,NA
Gary Manuel Aveda Institute,NA,NA
Northwest School of Wooden Boat Building,NA,NA
Pinchot University,NA,NA
The Salon Professional Academy-Onalaska,NA,NA
Brightwood College-Chula Vista,NA,NA
InterCoast Colleges-Roseville,NA,NA
West Coast University-Orange County,NA,NA
West Coast University-Ontario,NA,NA
Virginia College-Augusta,NA,NA
Midwest Technical Institute-East Peoria,NA,NA
Paul Mitchell the School-Chicago,NA,NA
Brightwood College-Indianapolis,NA,NA
Dorsey Business Schools-Waterford Pontiac,NA,NA
Miller-Motte College-Fayetteville,NA,NA
European Massage Therapy School-Las Vegas,NA,NA
Harrison College-Grove City,NA,NA
Miller-Motte Technical College-Columbus,NA,NA
McCann School of Business & Technology,NA,NA
National University College-Ponce,NA,NA
Fortis College-Grand Prairie,NA,NA
The Art Institute of Virginia Beach,NA,NA
Bryant & Stratton College-Bayshore,NA,NA
Virginia College-Columbia,NA,NA
Fortis College-Indianapolis,NA,NA
Brightwood College-Arlington,NA,NA
Brightwood College-Charlotte,NA,NA
Empire Beauty School-E Memphis,NA,NA
Empire Beauty School-Nashville,NA,NA
Empire Beauty School-Jackson,NA,NA
Empire Beauty School-Springfield,NA,NA
Empire Beauty School-Paramus,NA,NA
Empire Beauty School-Speedway,NA,NA
Empire Beauty School-Morrow,NA,NA
Strayer University-Arkansas,NA,NA
Strayer University-Georgia,NA,NA
Strayer University-Mississippi,NA,NA
Strayer University-South Carolina,NA,NA
Strayer University-Texas,NA,NA
The Art Institute of San Antonio,NA,NA
Empire Beauty School-S Memphis,NA,NA
Empire Beauty School-Charlotte,NA,NA
Empire Beauty School-E Greensboro,NA,NA
Empire Beauty School-Winston-Salem,NA,NA
Empire Beauty School-West Palm,NA,NA
Empire Beauty School-Pineville,NA,NA
Empire Beauty School-N Memphis,NA,NA
Virginia Tech Carilion School of Medicine,NA,NA
Broadview Entertainment Arts University,NA,NA
Bryant & Stratton College-Hampton,NA,NA
Paul Mitchell the School-Phoenix,NA,NA
All Beauty College,NA,NA
Golden State College of Court Reporting,NA,NA
Trinity School of Health and Allied Sciences,NA,NA
Paul Mitchell the School-Modesto,NA,NA
Cosmo Beauty Academy,NA,NA
Paul Mitchell the School-Fresno,NA,NA
Unitek College,NA,NA
Gurnick Academy of Medical Arts,NA,NA
Southern California University SOMA,NA,NA
Paul Mitchell the School-East Bay,NA,NA
South University-Richmond,NA,NA
South University-Virginia Beach,NA,NA
Aveda Institute-Denver,NA,NA
Paul Mitchell the School-Colorado Springs,NA,NA
The Salon Professional Academy-Colorado Springs,NA,NA
Paul Mitchell the School-Delaware,NA,NA
Future-Tech Institute,NA,NA
Fred K Marchman Technical College,NA,NA
The Salon Professional Academy-Ft Myers,NA,NA
SOLEX College,NA,NA
Unity Cosmetology College,NA,NA
Universal Spa Training Academy,NA,NA
The Salon Professional Academy-Evansville,NA,NA
Tri County Regional Vocational Technical High School,NA,NA
Compass College of Cinematic Arts,NA,NA
Nova Academy of Cosmetology,NA,NA
Starting Points Inc,NA,NA
SAE Institute of Technology-New York,NA,NA
The Artisan College of Cosmetology,NA,NA
Sage School of Massage & Esthetics,NA,NA
Peloton College,NA,NA
Salon & Spa Institute,NA,NA
American Beauty Academy,NA,NA
Summit Salon Academy,NA,NA
Paul Mitchell the School-Milwaukee,NA,NA
Touro University Worldwide,NA,NA
Touro University California,NA,NA
The Chicago School of Professional Psychology at Washington DC,NA,NA
Touro University Nevada,NA,NA
Herzing University-Kenosha,NA,NA
Herzing University-Brookfield,NA,NA
Texas A&M University-San Antonio,NA,NA
Fortis Institute-Houston,NA,NA
Southern Careers Institute-Brownsville,NA,NA
Southern Careers Institute-Harlingen,NA,NA
Strayer University-Global Region,NA,NA
Kenneth Shuler School of Cosmetology-Florence,NA,NA
Fortis College-Columbia,NA,NA
Brown Mackie College-Albuquerque,NA,NA
Brown Mackie College-St Louis,NA,NA
Avant Gard The School,NA,NA
California University of Management and Sciences,NA,NA
Ross Medical Education Center-Davison,NA,NA
Ross Medical Education Center-Granger,NA,NA
Ross Medical Education Center-Niles,NA,NA
Ross Medical Education Center-Canton,NA,NA
Pima Medical Institute-Houston,NA,NA
Illinois Media School-Chicago Campus,NA,NA
South Texas Vocational Technical Institute-San Antonio,NA,NA
Concorde Career College-Dallas,NA,NA
Concorde Career Institute-Orlando,NA,NA
Concorde Career College-San Antonio,NA,NA
Ecotech Institute,NA,NA
Johnson & Wales University-Online,NA,NA
Altierus Career College-Fort Worth South,NA,NA
Virginia International University,NA,NA
Geisinger-Lewistown Hospital School of Nursing,NA,NA
Moreno Valley College,NA,NA
Brittany Beauty Academy,NA,NA
Onondaga School of Therapeutic Massage-Rochester,NA,NA
Norco College,NA,NA
Dorsey Business Schools-Saginaw,NA,NA
Milan Institute of Cosmetology-La Quinta,NA,NA
Milan Institute-Nampa,NA,NA
Milan Institute of Cosmetology-El Paso,NA,NA
Universal Technical Institute - Dallas Fort Worth,NA,NA
Finger Lakes School of Massage,NA,NA
Salter School of Nursing and Allied Health,NA,NA
Harris School of Business-Upper Darby Campus,NA,NA
Brown Mackie College-San Antonio,NA,NA
Cortiva Institute-New Jersey,NA,NA
Cambridge Junior College-Woodland,NA,NA
ICPR Junior College-Manati,NA,NA
Ridley-Lowell Business & Technical Institute-Danbury,NA,NA
Artistic Nails and Beauty Academy-Lakeland,NA,NA
American Sentinel University,NA,NA
Tribeca Flashpoint College,NA,NA
Hawaii Medical College,NA,NA
Carolina College of Hair Design,NA,NA
Virginia College-Baton Rouge,NA,NA
Remington College-Heathrow Campus,NA,NA
College of Massage Therapy,NA,NA
Miller-Motte College-Jacksonville,NA,NA
Miller-Motte Technical College-Augusta,NA,NA
Miller-Motte Technical College-Conway,NA,NA
Virginia College-Macon,NA,NA
Virginia College-Spartanburg,NA,NA
Aveda Institute-Portland,NA,NA
Chamberlain University-Virginia,NA,NA
Stevens-Henager College,NA,NA
Penrose Academy,NA,NA
Virginia College-Richmond,NA,NA
Skin Institute,NA,NA
Beauty Academy of South Florida,NA,NA
Ogle School Hair Skin Nails-North Dallas,NA,NA
The Salon Professional Academy-North Little Rock,NA,NA
The Salon Professional Academy-St Charles,NA,NA
American College for Medical Careers,NA,NA
Mildred Elley-New York Campus,NA,NA
National Paralegal College,NA,NA
Carolina College of Biblical Studies,NA,NA
Allstate Hairstyling & Barber College,NA,NA
Oxford Graduate School,NA,NA
Jung Tao School of Classical Chinese Medicine,NA,NA
New York Film Academy,NA,NA
The Collective School Of Music,NA,NA
International College of Cosmetology,NA,NA
Bella Capelli Academy,NA,NA
Institute of Medical Careers,NA,NA
Toni & Guy Hairdressing Academy-Modesto,NA,NA
Georgia Christian University,NA,NA
Flagler Technical Institute,NA,NA
Galaxy Medical College,NA,NA
American Medical Sciences Center,NA,NA
Mandalyn Academy,NA,NA
Jose Maria Vargas University,NA,NA
Laird Institute of Spa Therapy,NA,NA
D A Dorsey Technical College,NA,NA
Keweenaw Bay Ojibwa Community College,NA,NA
Meridian Institute of Surgical Assisting,NA,NA
Mauna Loa Helicopters,NA,NA
Acaydia School of Aesthetics,NA,NA
Manhattan Institute,NA,NA
Cosmetic Arts Institute,NA,NA
Holistic Massage Training Institute,NA,NA
Diamonds Cosmetology College,NA,NA
Northern Virginia School of Therapeutic Massage,NA,NA
Paul Mitchell the School-St Louis,NA,NA
Advanced Training Institute,NA,NA
Cosmopolitan Beauty and Tech School,NA,NA
Shepherds Theological Seminary,NA,NA
Taylor Andrews Academy of Hair Design-West Jordan,NA,NA
Santa Ana Beauty Academy,NA,NA
Grace College of Divinity,NA,NA
Cosmetology College of Franklin County,NA,NA
The Salon Professional Academy,NA,NA
Aveda Institute-New Mexico,NA,NA
Nashville Barber and Style Academy,NA,NA
American Trade School,NA,NA
Estelle Skin Care and Spa Institute,NA,NA
Paul Mitchell the School-Honolulu,NA,NA
Elite Cosmetology School,NA,NA
American Technical Institute,NA,NA
Bergin University of Canine Studies,NA,NA
Aveda Institute-Boise,NA,NA
Pima Medical Institute-Aurora,NA,NA
Real Barbers College,NA,NA
Capilo School of Hair Design,NA,NA
Pure Aesthetics,NA,NA
Lindsey Institute of Cosmetology,NA,NA
The Salon Professional Academy,NA,NA
Buckner Barber School,NA,NA
Simmons College of Kentucky,NA,NA
Atelier Esthetique Institute of Esthetics,NA,NA
Advanced College of Cosmetology,NA,NA
North American University,NA,NA
Entourage Institute of Beauty and Esthetics,NA,NA
United Beauty College,NA,NA
Cinta Aveda Institute,NA,NA
Long Island Nail & Skin Care Institute,NA,NA
Southern California Health Institute,NA,NA
Best Care College,NA,NA
First Class Cosmetology School,NA,NA
Millennia Atlantic University,NA,NA
Abcott Institute,NA,NA
The Salon Professional Academy-Kenosha,NA,NA
Paul Mitchell the School-Indianapolis,NA,NA
Taylor Andrews Academy-St George,NA,NA
Seymour Beauty Academy,NA,NA
Protege Academy,NA,NA
Colorado Academy of Veterinary Technology,NA,NA
Northeast Technical Institute,NA,NA
Academy for Salon Professionals,NA,NA
Elite School of Cosmetology,NA,NA
Paul Mitchell the School-Las Vegas,NA,NA
Summit Salon Academy-Kokomo,NA,NA
Hair Academy,NA,NA
Florida Academy,NA,NA
Institute for Doctoral Studies in the Visual Arts,NA,NA
State Career College,NA,NA
Academy for Salon Professionals,NA,NA
Paul Mitchell the School-Spokane,NA,NA
J Renee College,NA,NA
National Personal Training Institute of Colorado,NA,NA
National Personal Training Institute of Colorado,NA,NA
International College of Beauty Arts & Sciences,NA,NA
The Salon Professional Academy-Shorewood,NA,NA
John Paul the Great Catholic University,NA,NA
Independence University,NA,NA
National American University-Tulsa,NA,NA
National American University-Centennial,NA,NA
National American University-Lee's Summit,NA,NA
National American University-Colorado Springs South,NA,NA
Salter College-Chicopee,NA,NA
Chamberlain University-Missouri,NA,NA
Chamberlain University-Texas,NA,NA
Continental School of Beauty Culture-Mattydale,NA,NA
Carrington College-Pomona,NA,NA
Altierus Career College-Atlanta West,NA,NA
Broadview University-Boise,NA,NA
Paul Mitchell the School-Columbia,NA,NA
Paul Mitchell the School-Charleston,NA,NA
Kenneth Shuler School of Cosmetology-Greenville,NA,NA
South University-Accelerated Graduate Programs,NA,NA
South University-The Art Institute of Fort Worth,NA,NA
South University-Novi,NA,NA
Northwest College-Eugene,NA,NA
Northwest College-Tualatin,NA,NA
Harrison College-Morrisville,NA,NA
Trend Setters' Academy of Beauty Culture-Louisville,NA,NA
National University College-Caguas,NA,NA
Beauty Schools of America,NA,NA
CET-Soledad,NA,NA
United Education Institute-UEI College San Marcos,NA,NA
Houston Training Schools-Southwest,NA,NA
Vanguard College of Cosmetology-Metairie,NA,NA
United Education Institute-Anaheim,NA,NA
New England Tractor Trailer Training School of Massachusetts,NA,NA
Utah College of Massage Therapy-Vegas,NA,NA
Utah College of Massage Therapy-Tempe,NA,NA
Utah College of Massage Therapy-Phoenix,NA,NA
Utah College of Massage Therapy-Westminster,NA,NA
Utah College of Massage Therapy-Aurora,NA,NA
Dewey University-Manati,NA,NA
Baltimore School of Massage-York,NA,NA
Allen School-Phoenix,NA,NA
Oklahoma Technical College,NA,NA
Midwest Technical Institute-Moline,NA,NA
Unitech Training Academy-Alexandria,NA,NA
Unitech Training Academy-Lake Charles,NA,NA
Aveda Institute-Los Angeles,NA,NA
UEI College-Riverside,NA,NA
WellSpring School of Allied Health-Lawrence,NA,NA
The Art Institute of Wisconsin,NA,NA
Brown Mackie College-Birmingham,NA,NA
Manuel and Theresa's School of Hair Design-Victoria,NA,NA
Tricoci University of Beauty Culture-Chicago NE,NA,NA
Azusa Pacific University College,NA,NA
Minneapolis Media Institute,NA,NA
CollegeAmerica-Phoenix,NA,NA
Stevens-Henager College,NA,NA
Avalon School of Cosmetology-Phoenix,NA,NA
Avalon School of Cosmetology-Layton,NA,NA
Hair Design Institute,NA,NA
Hair Design Institute,NA,NA
All-State Career School-Allied Health Campus,NA,NA
Aveda Institute-Des Moines,NA,NA
Fortis Institute-Lawrenceville,NA,NA
Relay Graduate School of Education,NA,NA
Brown Mackie College-Oklahoma City,NA,NA
Miller-Motte Technical College-Macon,NA,NA
Miller-Motte Technical College-Gulfport,NA,NA
International Culinary Center-California,NA,NA
South University-Savannah Online,NA,NA
Fortis College-Montgomery,NA,NA
Miller-Motte Technical College-Roanoke,NA,NA
Whitworth University-Adult Degree Programs,NA,NA
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,NA,NA
American Broadcasting School-Online Program,NA,NA
Springfield College-School of Professional and Continuing Studies,NA,NA
Marian Health Careers Center-Van Nuys Campus,NA,NA
Sanford-Brown College-Brooklyn Center,NA,NA
Milan Institute-Las Vegas,NA,NA
Virginia College-Savannah,NA,NA
Virginia College-Columbus,NA,NA
Donna's Academy of Hair Design,NA,NA
Catholic Distance University,NA,NA
New York School of Esthetics & Day Spa,NA,NA
Panache Academy of Beauty,NA,NA
ASI Career Institute,NA,NA
Midwest Technical Institute-Ridgeland,NA,NA
Christine Valmy International School of Esthetics & Cosmetology,NA,NA
City College-Hollywood,NA,NA
Paul Mitchell the School-Arlington,NA,NA
Rocky Mountain University of Health Professions,NA,NA
Christie's Education,NA,NA
Palmetto Beauty School,NA,NA
Paul Mitchell the School-Fort Myers,NA,NA
Paul Mitchell the School-Raleigh,NA,NA
Stella and Charles Guttman Community College,NA,NA
Lil Lou's Beauty and Barber College LLC,NA,NA
Bryan University,NA,NA
Virginia College-Tulsa,NA,NA
Criswell College,NA,NA
Virginia College-Knoxville,NA,NA
Columbia Academy of Cosmetology,NA,NA
Beverly Hills Design Institute,NA,NA
Global Institute,NA,NA
Reflections Academy of Beauty,NA,NA
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,NA,NA
Bryant & Stratton College-Akron,NA,NA
Annenberg School of Nursing,NA,NA
American Medical Academy,NA,NA
Tooele Technical College,NA,NA
Chamberlain University-Georgia,NA,NA
Chamberlain University-Indiana,NA,NA
Carrington College-Mesquite,NA,NA
Sessions College for Professional Design,NA,NA
Virginia College-Shreveport,NA,NA
Tulsa Welding School-Jacksonville,NA,NA
Empire Beauty School-Virginia Beach,NA,NA
Ross Medical Education Center-Morgantown,NA,NA
Paul Mitchell the School-Ogden,NA,NA
Golf Academy of America-Dallas,NA,NA
Utah College of Massage Therapy-Dallas,NA,NA
Miami Ad School-New York,NA,NA
WestMed College,NA,NA
Larry's Barber College,NA,NA
Futura Career Institute,NA,NA
Flair Beauty College,NA,NA
Eternity Cosmetology School Corp,NA,NA
Tri-State Institute of Hair Design,NA,NA
Vogue College of Cosmetology-San Antonio Fredericksburg,NA,NA
Vogue College of Cosmetology,NA,NA
Tomorrow's Image Barber And Beauty Academy of Virginia,NA,NA
College of International Esthetics Inc,NA,NA
Medical Allied Career Center,NA,NA
Bais HaMedrash and Mesivta of Baltimore,NA,NA
Long Island Barber Institute,NA,NA
Salon Institute-Toledo Campus,NA,NA
Curve Metric School of Hair Design,NA,NA
Athena Career Academy,NA,NA
Yeshiva Gedolah Zichron Leyma,NA,NA
The Barber School,NA,NA
Be'er Yaakov Talmudic Seminary,NA,NA
RGV Careers,NA,NA
Alexander Academy,NA,NA
LeMelange Academy of Hair,NA,NA
Aveda Institute-Tucson,NA,NA
Ambiance Beauty & Barber Academy Inc,NA,NA
Diamond Beauty College,NA,NA
Unitek College,NA,NA
University Academy of Hair Design,NA,NA
Florida Institute of Recording Sound and Technology,NA,NA
New Dimensions Beauty Academy Inc,NA,NA
Paul Mitchell the School-Reno,NA,NA
Boise Barber College,NA,NA
Austin Kade Academy,NA,NA
Aesthetic Science Institute,NA,NA
Elaine Sterling Institute,NA,NA
Wade Gordon Hairdressing Academy,NA,NA
Mitsu Sato Hair Academy,NA,NA
SAE Institute of Technology-Los Angeles,NA,NA
Florida Vocational Institute,NA,NA
SAE Institute of Technology-Atlanta,NA,NA
Academy di Firenze,NA,NA
SAE Institute of Technology-Miami,NA,NA
Colorado State University-Global Campus,NA,NA
Paul Mitchell the School-Overland Park,NA,NA
Medspa Academies,NA,NA
Brighton Institute of Cosmetology,NA,NA
West Coast University-Dallas,NA,NA
Stevens-Henager College,NA,NA
National American University-Bellevue,NA,NA
National American University-Burnsville,NA,NA
National American University-Mesquite,NA,NA
Empire Beauty School-Savannah,NA,NA
Ogle School Hair Skin Nails-Denton,NA,NA
Empire Beauty School-West Greensboro,NA,NA
California College San Diego,NA,NA
Jolie Hair and Beauty Academy-Northfield,NA,NA
Hays Academy of Hair Design,NA,NA
Bellus Academy,NA,NA
Cortiva Institute-Seattle,NA,NA
MotoRing Technical Training Institute,NA,NA
Columbia College,NA,NA
Unitek College,NA,NA
Pennsylvania State University-World Campus,NA,NA
Medical Career Institute,NA,NA
Advance Beauty Techs Academy,NA,NA
Montage Academy,NA,NA
Brand College,NA,NA
Hinton Barber and Beauty College,NA,NA
Advanced Career Institute,NA,NA
Digital Film Academy,NA,NA
MyComputerCareer.edu-Raleigh,NA,NA
Kaplan University-Augusta Campus,NA,NA
South University-Austin,NA,NA
South University-Cleveland,NA,NA
Bryant & Stratton College-Online,NA,NA
Virginia College-Florence,NA,NA
Ogle School Hair Skin Nails-San Antonio,NA,NA
Elizabethtown College School of Continuing and Professional Studies,NA,NA
Ideal Beauty Academy,NA,NA
Minnesota School of Cosmetology-Plymouth Campus,NA,NA
Mercyhurst University-North East Campus,NA,NA
Warner Pacific College Adult Degree Program,NA,NA
Platt College-Riverside,NA,NA
Savannah Law School,NA,NA
Empire Beauty School-Glen Burnie,NA,NA
Altierus Career College-Woodbridge,NA,NA
International School of Cosmetology-Toni & Guy Hairdressing Academy,NA,NA
United Education Institute-UEI College Stockton,NA,NA
American National University-Canton,NA,NA
Vatterott College-Fairview Heights,NA,NA
Ross Medical Education Center-Dayton,NA,NA
Ross Medical Education Center-Ontario,NA,NA
Ross Medical Education Center-Bowling Green,NA,NA
Florida Institute of Technology-Online,NA,NA
Rasmussen College-Kansas,NA,NA
Columbia Institute,NA,NA
School of Missionary Aviation Technology,NA,NA
Ace Cosmetology and Barber Training Center,NA,NA
California Miramar University,NA,NA
Rocky Vista University,NA,NA
Virginia College-Greensboro,NA,NA
The College of Health Care Professions-Dallas,NA,NA
The College of Health Care Professions-Fort Worth,NA,NA
Shear Finesse Hairstyling Academy,NA,NA
Miami Media School,NA,NA
Academy of Salon Professionals,NA,NA
CyberTex Institute of Technology,NA,NA
New England Tractor Trailer Training School of CT-Bridgeport,NA,NA
Gemini School of Visual Arts & Communication,NA,NA
Designer Barber & Stylist School,NA,NA
Paul Mitchell the School-Woodbridge,NA,NA
College of the Muscogee Nation,NA,NA
The Salon Professional Academy-Huntsville,NA,NA
Midwives College of Utah,NA,NA
Aspen Beauty Academy of Laurel,NA,NA
M T Training Center,NA,NA
Berks Career & Technology Center,NA,NA
Future Generations University,NA,NA
Carthage R9 School District-Carthage Technical Center,NA,NA
Grace Mission University,NA,NA
PCCTI IT and Healthcare,NA,NA
Sotheby's Institute of Art-NY,NA,NA
Top Nails & Hair Beauty School,NA,NA
Santa Ana Beauty College,NA,NA
Shepherds College,NA,NA
Woodruff Medical Training and Testing,NA,NA
Helms College,NA,NA
American Academy of Personal Training,NA,NA
Ukiah Adult School,NA,NA
Riverside County Office of Education-School of Career Education,NA,NA
Institute of Health Sciences,NA,NA
Mid-South Christian College,NA,NA
Advanced Computing Institute,NA,NA
New York Institute of Beauty,NA,NA
Xavier College School of Nursing,NA,NA
Lawrence & Company College of Cosmetology,NA,NA
Kaizen Beauty Academy,NA,NA
Southern Texas Careers Academy,NA,NA
Sharp Edgez Barber Institute,NA,NA
The Salon Professional Academy-Nashville,NA,NA
Cosmotech School of Cosmetology,NA,NA
Prestige Health & Beauty Sciences Academy,NA,NA
Grace College of Barbering,NA,NA
California Career Institute,NA,NA
Cosmo Factory Cosmetology Academy,NA,NA
Grace School of Theology,NA,NA
Yeshiva Gedolah Kesser Torah,NA,NA
Universal Training Institute,NA,NA
Yeshiva Yesodei Hatorah,NA,NA
Rizzieri Institute,NA,NA
Bonnie Joseph Academy of Cosmetology & Barbering,NA,NA
Healthcare Training Institute,NA,NA
W Academy of Salon and Spa,NA,NA
Boca Beauty Academy,NA,NA
Paul Mitchell the School-Jersey Shore,NA,NA
City Pointe Beauty Academy,NA,NA
The Chrysm Insitute of Esthetics,NA,NA
National Personal Training Institute of Columbus,NA,NA
Toni & Guy Hairdressing Academy-Manteca,NA,NA
Belle Academy of Cosmetology,NA,NA
Dorsey Business Schools-Lansing,NA,NA
Empire Beauty School-Augusta,NA,NA
South University-High Point,NA,NA
Empire Beauty School-Vernon Hills,NA,NA
Empire Beauty School-Stone Park,NA,NA
Court Reporting Institute of St Louis,NA,NA
Empire Beauty School-Rochester,NA,NA
American Career College-Long Beach,NA,NA
Ross Medical Education Center-Kokomo,NA,NA
Ross Medical Education Center-Erlanger,NA,NA
Ross Medical Education Center-Charleston,NA,NA
L'Ecole Culinaire-Kansas City,NA,NA
Utah College of Massage Therapy-Houston,NA,NA
InterCoast Colleges-Fairfield,NA,NA
Vatterott College-ex'treme Institute by Nelly-St Louis,NA,NA
Southern Careers Institute-San Antonio,NA,NA
College of Business and Technology-Miami Gardens,NA,NA
Milan Institute-Merced,NA,NA
Midwest Technical Institute-Springfield,NA,NA
Finger Lakes School of Massage,NA,NA
Augusta University,NA,NA
Middle Georgia State University,NA,NA
Trenz Beauty Academy,NA,NA
Paul Mitchell the School-Denver,NA,NA
Academy of Interactive Entertainment,NA,NA
Arrojo Cosmetology School,NA,NA
Cosmetology Academy of Texarkana,NA,NA
Virginia Baptist College,NA,NA
Lynnes Welding Training,NA,NA
Aviation Institute of Maintenance-Las Vegas,NA,NA
UEI College-Bakersfield,NA,NA
National American University-Austin South,NA,NA
National American University-Lewisville,NA,NA
National American University-Georgetown,NA,NA
National American University-Richardson,NA,NA
National American University-Rochester,NA,NA
National American University-Wichita West,NA,NA
National American University-Indianapolis,NA,NA
The Art Institute of St Louis,NA,NA
DeVry College of New York,NA,NA
DeVry University-Arizona,NA,NA
DeVry University-California,NA,NA
DeVry University-Colorado,NA,NA
DeVry University-Florida,NA,NA
DeVry University-Georgia,NA,NA
DeVry University-Illinois,NA,NA
DeVry University-Indiana,NA,NA
DeVry University-Missouri,NA,NA
DeVry University-Nevada,NA,NA
DeVry University-New Jersey,NA,NA
DeVry University-North Carolina,NA,NA
DeVry University-Ohio,NA,NA
DeVry University-Oklahoma,NA,NA
DeVry University-Pennsylvania,NA,NA
DeVry University-Tennessee,NA,NA
DeVry University-Texas,NA,NA
DeVry University-Virginia,NA,NA
University of North Georgia,NA,NA
South Georgia State College,NA,NA
Northeastern University Professional Advancement Network,NA,NA
McCann School of Business & Technology,NA,NA
Brown Mackie College-Dallas,NA,NA
American Institute-Toms River,NA,NA
The Healthcare Institute,NA,NA
Alamo City Barber College,NA,NA
Arizona College-Mesa,NA,NA
American College of Healthcare,NA,NA
Antioch College,NA,NA
Texas A & M University-Central Texas,NA,NA
Central Georgia Technical College,NA,NA
Barber School of Pittsburgh,NA,NA
Innovate Salon Academy,NA,NA
Arizona State University-Skysong,NA,NA
Louisiana Delta Community College,NA,NA
The Fab School,NA,NA
Networks Barber College,NA,NA
JB's Hair Design and Barber College,NA,NA
Virginia College-Lubbock,NA,NA
Paul Mitchell the School-Lombard,NA,NA
Paul Mitchell the School-Greenville,NA,NA
